GAME_ID,SEASON_ID,PLAYER_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,NAME,HOME,OPP,OPP_ID
0021600013,22016,1627742,2016-10-26,LAL vs. HOU,W,24,4,6,0.667,1,2,0.5,0,0,0.0,0,3,3,0,0,0,1,0,9,10,1,Brandon Ingram,1,HOU,1610612745
0021600024,22016,1627742,2016-10-28,LAL @ UTA,L,4,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,3,1,Brandon Ingram,0,UTA,1610612762
0021600040,22016,1627742,2016-10-30,LAL @ OKC,L,21,3,10,0.3,0,3,0.0,3,4,0.75,1,4,5,2,1,0,1,1,9,-6,1,Brandon Ingram,0,OKC,1610612760
0021600048,22016,1627742,2016-11-01,LAL @ IND,L,15,1,4,0.25,0,2,0.0,0,0,0.0,0,3,3,1,0,0,1,2,2,-3,1,Brandon Ingram,0,IND,1610612754
0021600059,22016,1627742,2016-11-02,LAL @ ATL,W,22,1,2,0.5,1,1,1.0,0,0,0.0,0,2,2,2,0,1,2,2,3,-3,1,Brandon Ingram,0,ATL,1610612737
0021600078,22016,1627742,2016-11-04,LAL vs. GSW,W,27,2,8,0.25,0,4,0.0,8,9,0.889,2,4,6,3,2,0,2,2,12,23,1,Brandon Ingram,1,GSW,1610612744
0021600092,22016,1627742,2016-11-06,LAL vs. PHX,W,25,2,7,0.286,1,2,0.5,4,6,0.667,0,2,2,1,1,1,0,1,9,10,1,Brandon Ingram,1,PHX,1610612756
0021600104,22016,1627742,2016-11-08,LAL vs. DAL,L,26,2,5,0.4,1,2,0.5,0,0,0.0,0,4,4,1,1,1,1,1,5,-12,1,Brandon Ingram,1,DAL,1610612742
0021600120,22016,1627742,2016-11-10,LAL @ SAC,W,28,2,5,0.4,0,1,0.0,0,2,0.0,1,5,6,2,0,0,2,2,4,13,1,Brandon Ingram,0,SAC,1610612758
0021600129,22016,1627742,2016-11-12,LAL @ NOP,W,22,4,7,0.571,0,0,0.0,2,3,0.667,0,0,0,4,1,0,0,1,10,9,1,Brandon Ingram,0,NOP,1610612740
0021600142,22016,1627742,2016-11-13,LAL @ MIN,L,27,3,5,0.6,1,2,0.5,3,4,0.75,0,1,1,1,1,1,1,4,10,-7,1,Brandon Ingram,0,MIN,1610612750
0021600157,22016,1627742,2016-11-15,LAL vs. BKN,W,24,2,5,0.4,0,1,0.0,4,4,1.0,0,3,3,0,0,2,1,1,8,-12,1,Brandon Ingram,1,BKN,1610612751
0021600182,22016,1627742,2016-11-18,LAL vs. SAS,L,27,1,9,0.111,0,3,0.0,2,2,1.0,1,4,5,2,1,0,1,2,4,3,1,Brandon Ingram,1,SAS,1610612759
0021600198,22016,1627742,2016-11-20,LAL vs. CHI,L,20,3,6,0.5,0,0,0.0,1,2,0.5,1,3,4,3,0,0,1,2,7,3,1,Brandon Ingram,1,CHI,1610612741
0021600211,22016,1627742,2016-11-22,LAL vs. OKC,W,25,4,6,0.667,3,3,1.0,0,0,0.0,0,2,2,3,0,0,4,1,11,6,1,Brandon Ingram,1,OKC,1610612760
0021600223,22016,1627742,2016-11-23,LAL @ GSW,L,34,6,12,0.5,2,4,0.5,2,2,1.0,0,3,3,1,0,0,3,0,16,-30,1,Brandon Ingram,0,GSW,1610612744
0021600238,22016,1627742,2016-11-25,LAL vs. GSW,L,39,3,18,0.167,0,4,0.0,2,2,1.0,1,8,9,2,2,1,3,1,8,-19,1,Brandon Ingram,1,GSW,1610612744
0021600252,22016,1627742,2016-11-27,LAL vs. ATL,W,29,3,10,0.3,1,2,0.5,0,0,0.0,0,8,8,0,0,0,1,3,7,12,1,Brandon Ingram,1,ATL,1610612737
0021600263,22016,1627742,2016-11-29,LAL @ NOP,L,29,4,10,0.4,1,3,0.333,0,1,0.0,0,3,3,5,2,1,1,1,9,0,1,Brandon Ingram,0,NOP,1610612740
0021600269,22016,1627742,2016-11-30,LAL @ CHI,W,41,1,9,0.111,0,2,0.0,6,8,0.75,0,3,3,3,2,1,1,3,8,14,1,Brandon Ingram,0,CHI,1610612741
0021600284,22016,1627742,2016-12-02,LAL @ TOR,L,35,8,16,0.5,1,5,0.2,0,0,0.0,1,5,6,2,0,0,1,3,17,-24,1,Brandon Ingram,0,TOR,1610612761
0021600295,22016,1627742,2016-12-03,LAL @ MEM,L,39,2,5,0.4,1,2,0.5,4,4,1.0,1,4,5,1,0,3,5,0,9,-9,1,Brandon Ingram,0,MEM,1610612763
0021600313,22016,1627742,2016-12-05,LAL vs. UTA,L,25,1,6,0.167,0,1,0.0,2,2,1.0,0,2,2,2,0,1,1,3,4,-8,1,Brandon Ingram,1,UTA,1610612762
0021600326,22016,1627742,2016-12-07,LAL @ HOU,L,33,5,13,0.385,2,4,0.5,0,2,0.0,3,4,7,1,1,1,5,4,12,-31,1,Brandon Ingram,0,HOU,1610612745
0021600344,22016,1627742,2016-12-09,LAL vs. PHX,L,31,3,8,0.375,1,2,0.5,2,4,0.5,2,5,7,3,0,0,0,1,9,-5,1,Brandon Ingram,1,PHX,1610612756
0021600360,22016,1627742,2016-12-11,LAL vs. NYK,L,26,1,8,0.125,1,3,0.333,0,0,0.0,0,2,2,2,0,0,0,6,3,-8,1,Brandon Ingram,1,NYK,1610612752
0021600367,22016,1627742,2016-12-12,LAL @ SAC,L,26,2,7,0.286,0,1,0.0,1,2,0.5,1,4,5,2,0,0,0,2,5,-23,1,Brandon Ingram,0,SAC,1610612758
0021600378,22016,1627742,2016-12-14,LAL @ BKN,L,26,3,9,0.333,0,2,0.0,3,6,0.5,0,1,1,1,0,0,0,0,9,-17,1,Brandon Ingram,0,BKN,1610612751
0021600396,22016,1627742,2016-12-16,LAL @ PHI,W,21,1,8,0.125,0,2,0.0,0,0,0.0,1,2,3,1,0,0,2,1,2,-7,1,Brandon Ingram,0,PHI,1610612755
0021600402,22016,1627742,2016-12-17,LAL @ CLE,L,41,4,10,0.4,1,5,0.2,0,0,0.0,2,8,10,9,0,0,2,1,9,1,1,Brandon Ingram,0,CLE,1610612739
0021600419,22016,1627742,2016-12-20,LAL @ CHA,L,28,2,4,0.5,0,1,0.0,0,0,0.0,1,3,4,3,0,0,0,3,4,10,1,Brandon Ingram,0,CHA,1610612766
0021600439,22016,1627742,2016-12-22,LAL @ MIA,L,35,2,7,0.286,0,2,0.0,0,2,0.0,4,4,8,2,0,0,1,3,4,2,1,Brandon Ingram,0,MIA,1610612748
0021600443,22016,1627742,2016-12-23,LAL @ ORL,L,23,3,9,0.333,0,2,0.0,3,3,1.0,1,2,3,2,0,0,1,4,9,-15,1,Brandon Ingram,0,ORL,1610612753
0021600460,22016,1627742,2016-12-25,LAL vs. LAC,W,28,3,8,0.375,0,1,0.0,4,5,0.8,1,5,6,0,0,0,1,3,10,-1,1,Brandon Ingram,1,LAC,1610612746
0021600475,22016,1627742,2016-12-27,LAL vs. UTA,L,31,2,5,0.4,0,0,0.0,1,2,0.5,0,2,2,2,0,0,2,4,5,4,1,Brandon Ingram,1,UTA,1610612762
0021600491,22016,1627742,2016-12-29,LAL vs. DAL,L,32,1,5,0.2,0,1,0.0,1,2,0.5,1,5,6,1,0,0,0,3,3,-14,1,Brandon Ingram,1,DAL,1610612742
0021600512,22016,1627742,2017-01-01,LAL vs. TOR,L,26,2,7,0.286,0,3,0.0,2,2,1.0,1,2,3,2,0,0,0,2,6,0,1,Brandon Ingram,1,TOR,1610612761
0021600528,22016,1627742,2017-01-03,LAL vs. MEM,W,25,2,4,0.5,0,0,0.0,2,6,0.333,0,3,3,2,0,1,1,2,6,-1,1,Brandon Ingram,1,MEM,1610612763
0021600542,22016,1627742,2017-01-05,LAL @ POR,L,37,3,6,0.5,2,4,0.5,3,4,0.75,1,3,4,1,0,1,2,4,11,-6,1,Brandon Ingram,0,POR,1610612757
0021600549,22016,1627742,2017-01-06,LAL vs. MIA,W,28,6,9,0.667,0,1,0.0,5,5,1.0,1,5,6,4,0,0,0,0,17,10,1,Brandon Ingram,1,MIA,1610612748
0021600567,22016,1627742,2017-01-08,LAL vs. ORL,W,27,6,9,0.667,2,4,0.5,3,4,0.75,0,3,3,2,0,1,3,2,17,12,1,Brandon Ingram,1,ORL,1610612753
0021600577,22016,1627742,2017-01-10,LAL vs. POR,L,26,3,6,0.5,2,2,1.0,3,6,0.5,0,4,4,2,0,1,1,0,11,-10,1,Brandon Ingram,1,POR,1610612757
0021600588,22016,1627742,2017-01-12,LAL @ SAS,L,32,3,7,0.429,1,3,0.333,2,4,0.5,0,2,2,1,0,1,1,2,9,-11,1,Brandon Ingram,0,SAS,1610612759
0021600601,22016,1627742,2017-01-14,LAL @ LAC,L,31,4,8,0.5,2,2,1.0,4,6,0.667,0,5,5,5,1,0,1,0,14,1,1,Brandon Ingram,0,LAC,1610612746
0021600612,22016,1627742,2017-01-15,LAL vs. DET,L,28,1,7,0.143,0,1,0.0,3,6,0.5,2,2,4,3,0,1,0,0,5,-19,1,Brandon Ingram,1,DET,1610612765
0021600626,22016,1627742,2017-01-17,LAL vs. DEN,L,37,6,14,0.429,2,6,0.333,1,2,0.5,1,4,5,4,3,0,0,2,15,1,1,Brandon Ingram,1,DEN,1610612743
0021600649,22016,1627742,2017-01-20,LAL vs. IND,W,33,6,14,0.429,3,6,0.5,0,0,0.0,2,5,7,2,2,0,3,1,15,15,1,Brandon Ingram,1,IND,1610612754
0021600662,22016,1627742,2017-01-22,LAL @ DAL,L,36,2,12,0.167,0,3,0.0,2,3,0.667,0,1,1,0,1,0,3,5,6,-45,1,Brandon Ingram,0,DAL,1610612742
0021600689,22016,1627742,2017-01-25,LAL @ POR,L,19,0,5,0.0,0,3,0.0,0,0,0.0,1,3,4,2,0,1,2,1,0,-4,1,Brandon Ingram,0,POR,1610612757
0021600693,22016,1627742,2017-01-26,LAL @ UTA,L,20,0,6,0.0,0,2,0.0,0,0,0.0,0,2,2,0,1,0,0,1,0,-7,1,Brandon Ingram,0,UTA,1610612762
0021600729,22016,1627742,2017-01-31,LAL vs. DEN,W,21,2,8,0.25,0,2,0.0,0,0,0.0,0,1,1,1,0,1,0,2,4,-12,1,Brandon Ingram,1,DEN,1610612743
0021600742,22016,1627742,2017-02-02,LAL @ WAS,L,21,1,3,0.333,0,0,0.0,3,4,0.75,1,5,6,0,1,3,0,3,5,-2,1,Brandon Ingram,0,WAS,1610612764
0021600751,22016,1627742,2017-02-03,LAL @ BOS,L,33,5,10,0.5,2,4,0.5,2,2,1.0,1,5,6,1,0,0,2,2,14,-7,1,Brandon Ingram,0,BOS,1610612738
0021600768,22016,1627742,2017-02-06,LAL @ NYK,W,33,5,10,0.5,2,5,0.4,2,5,0.4,2,5,7,2,1,0,1,1,14,1,1,Brandon Ingram,0,NYK,1610612752
0021600786,22016,1627742,2017-02-08,LAL @ DET,L,27,6,10,0.6,3,4,0.75,0,0,0.0,0,4,4,5,0,0,3,3,15,3,1,Brandon Ingram,0,DET,1610612765
0021600802,22016,1627742,2017-02-10,LAL @ MIL,W,20,1,3,0.333,0,1,0.0,0,0,0.0,0,2,2,0,0,0,1,4,2,15,1,Brandon Ingram,0,MIL,1610612749
0021600833,22016,1627742,2017-02-14,LAL vs. SAC,L,27,2,7,0.286,1,2,0.5,1,4,0.25,2,3,5,4,0,0,0,0,6,-3,1,Brandon Ingram,1,SAC,1610612758
0021600844,22016,1627742,2017-02-15,LAL @ PHX,L,29,1,7,0.143,0,1,0.0,1,2,0.5,0,2,2,0,1,1,2,0,3,-34,1,Brandon Ingram,0,PHX,1610612756
0021600861,22016,1627742,2017-02-24,LAL @ OKC,L,39,4,12,0.333,1,5,0.2,2,5,0.4,1,4,5,4,1,0,1,3,11,-23,1,Brandon Ingram,0,OKC,1610612760
0021600874,22016,1627742,2017-02-26,LAL vs. SAS,L,35,10,15,0.667,1,4,0.25,1,1,1.0,1,1,2,0,0,1,3,4,22,-10,1,Brandon Ingram,1,SAS,1610612759
0021600894,22016,1627742,2017-02-28,LAL vs. CHA,L,42,3,10,0.3,1,5,0.2,1,4,0.25,0,5,5,3,1,0,1,2,8,11,1,Brandon Ingram,1,CHA,1610612766
0021600918,22016,1627742,2017-03-03,LAL vs. BOS,L,26,0,2,0.0,0,1,0.0,0,0,0.0,1,3,4,2,1,0,3,5,0,-23,1,Brandon Ingram,1,BOS,1610612738
0021600933,22016,1627742,2017-03-05,LAL vs. NOP,L,39,7,13,0.538,2,3,0.667,0,2,0.0,0,6,6,2,0,1,4,1,16,-19,1,Brandon Ingram,1,NOP,1610612740
0021600947,22016,1627742,2017-03-07,LAL @ DAL,L,35,5,9,0.556,1,3,0.333,2,4,0.5,2,2,4,5,0,0,3,3,13,-15,1,Brandon Ingram,0,DAL,1610612742
0021600964,22016,1627742,2017-03-09,LAL @ PHX,W,41,5,11,0.455,0,3,0.0,4,8,0.5,1,5,6,3,1,2,2,3,14,2,1,Brandon Ingram,0,PHX,1610612756
0021600990,22016,1627742,2017-03-12,LAL vs. PHI,L,38,5,9,0.556,0,3,0.0,2,2,1.0,0,3,3,1,3,2,3,1,12,-9,1,Brandon Ingram,1,PHI,1610612755
0021600998,22016,1627742,2017-03-13,LAL @ DEN,L,27,7,12,0.583,0,2,0.0,0,0,0.0,0,1,1,2,1,0,1,3,14,-7,1,Brandon Ingram,0,DEN,1610612743
0021601010,22016,1627742,2017-03-15,LAL @ HOU,L,39,8,14,0.571,2,3,0.667,0,0,0.0,1,5,6,3,1,0,4,2,18,-21,2,Brandon Ingram,0,HOU,1610612745
0021601027,22016,1627742,2017-03-17,LAL vs. MIL,L,35,4,11,0.364,1,4,0.25,2,4,0.5,0,1,1,4,2,1,1,3,11,6,1,Brandon Ingram,1,MIL,1610612749
0021601043,22016,1627742,2017-03-19,LAL vs. CLE,L,40,8,15,0.533,0,2,0.0,2,2,1.0,0,6,6,1,0,0,1,3,18,-7,1,Brandon Ingram,1,CLE,1610612739
0021601058,22016,1627742,2017-03-21,LAL vs. LAC,L,40,8,14,0.571,2,4,0.5,3,8,0.375,1,4,5,3,2,0,2,1,21,-14,1,Brandon Ingram,1,LAC,1610612746
0021601080,22016,1627742,2017-03-24,LAL vs. MIN,W,30,4,8,0.5,1,2,0.5,2,2,1.0,0,3,3,0,0,0,2,1,11,-2,1,Brandon Ingram,1,MIN,1610612750
0021601137,22016,1627742,2017-04-01,LAL @ LAC,L,24,7,14,0.5,1,1,1.0,3,6,0.5,2,3,5,3,1,1,1,5,18,5,1,Brandon Ingram,0,LAC,1610612746
0021601143,22016,1627742,2017-04-02,LAL vs. MEM,W,23,6,11,0.545,0,2,0.0,1,1,1.0,0,3,3,1,1,0,1,1,13,-5,1,Brandon Ingram,1,MEM,1610612763
0021601170,22016,1627742,2017-04-05,LAL @ SAS,W,10,3,4,0.75,0,0,0.0,2,2,1.0,1,1,2,3,0,1,0,0,8,13,1,Brandon Ingram,0,SAS,1610612759
0021601187,22016,1627742,2017-04-07,LAL vs. SAC,W,25,6,14,0.429,0,2,0.0,2,3,0.667,2,0,2,1,2,0,1,1,14,-5,1,Brandon Ingram,1,SAC,1610612758
0021601202,22016,1627742,2017-04-09,LAL vs. MIN,W,30,3,10,0.3,1,1,1.0,3,5,0.6,2,0,2,1,2,1,2,4,10,-7,1,Brandon Ingram,1,MIN,1610612750
0021601215,22016,1627742,2017-04-11,LAL vs. NOP,W,28,6,16,0.375,0,2,0.0,3,5,0.6,3,2,5,6,2,0,1,1,15,8,2,Brandon Ingram,1,NOP,1610612740
0021601229,22016,1627742,2017-04-12,LAL @ GSW,L,29,5,16,0.313,0,0,0.0,1,2,0.5,1,4,5,5,3,0,5,2,11,-29,1,Brandon Ingram,0,GSW,1610612744
0021700016,22017,1627742,2017-10-19,LAL vs. LAC,L,31,3,15,0.2,0,1,0.0,6,7,0.857,0,5,5,4,0,0,1,1,12,-2,1,Brandon Ingram,1,LAC,1610612746
0021700026,22017,1627742,2017-10-20,LAL @ PHX,W,37,9,14,0.643,3,4,0.75,4,6,0.667,0,2,2,1,1,1,2,6,25,8,2,Brandon Ingram,0,PHX,1610612756
0021700040,22017,1627742,2017-10-22,LAL vs. NOP,L,24,3,9,0.333,0,1,0.0,1,2,0.5,0,2,2,4,0,0,1,5,7,16,1,Brandon Ingram,1,NOP,1610612740
0021700064,22017,1627742,2017-10-25,LAL vs. WAS,W,39,8,16,0.5,0,3,0.0,3,3,1.0,2,8,10,3,1,1,4,4,19,9,1,Brandon Ingram,1,WAS,1610612764
0021700076,22017,1627742,2017-10-27,LAL vs. TOR,L,23,3,9,0.333,0,2,0.0,3,4,0.75,1,1,2,1,0,0,3,1,9,-15,1,Brandon Ingram,1,TOR,1610612761
0021700082,22017,1627742,2017-10-28,LAL @ UTA,L,34,7,14,0.5,1,2,0.5,1,4,0.25,0,1,1,2,4,1,4,2,16,-24,1,Brandon Ingram,0,UTA,1610612762
0021700104,22017,1627742,2017-10-31,LAL vs. DET,W,34,6,12,0.5,1,2,0.5,0,0,0.0,0,5,5,6,4,1,5,1,13,17,2,Brandon Ingram,1,DET,1610612765
0021700118,22017,1627742,2017-11-02,LAL @ POR,L,32,5,11,0.455,0,1,0.0,4,6,0.667,0,3,3,3,2,0,1,2,14,-8,2,Brandon Ingram,0,POR,1610612757
0021700130,22017,1627742,2017-11-03,LAL vs. BKN,W,36,7,13,0.538,2,2,1.0,2,6,0.333,1,9,10,2,1,2,2,3,18,17,1,Brandon Ingram,1,BKN,1610612751
0021700145,22017,1627742,2017-11-05,LAL vs. MEM,W,38,7,14,0.5,0,0,0.0,6,6,1.0,1,6,7,1,0,0,1,3,20,6,1,Brandon Ingram,1,MEM,1610612763
0021700161,22017,1627742,2017-11-08,LAL @ BOS,L,37,7,11,0.636,0,1,0.0,4,7,0.571,1,6,7,1,2,0,1,3,18,-12,1,Brandon Ingram,0,BOS,1610612738
0021700164,22017,1627742,2017-11-09,LAL @ WAS,L,35,3,8,0.375,0,1,0.0,4,6,0.667,1,3,4,1,0,0,1,2,10,-20,1,Brandon Ingram,0,WAS,1610612764
0021700182,22017,1627742,2017-11-11,LAL @ MIL,L,36,2,10,0.2,0,2,0.0,4,8,0.5,0,6,6,2,0,1,3,3,8,-20,1,Brandon Ingram,0,MIL,1610612749
0021700196,22017,1627742,2017-11-13,LAL @ PHX,W,32,2,9,0.222,0,0,0.0,2,4,0.5,1,2,3,2,0,1,1,5,6,2,2,Brandon Ingram,0,PHX,1610612756
0021700214,22017,1627742,2017-11-15,LAL vs. PHI,L,40,11,18,0.611,0,0,0.0,4,5,0.8,4,7,11,3,0,2,2,4,26,-2,1,Brandon Ingram,1,PHI,1610612755
0021700227,22017,1627742,2017-11-17,LAL vs. PHX,L,35,7,17,0.412,0,1,0.0,3,5,0.6,3,5,8,4,0,2,4,5,17,-3,1,Brandon Ingram,1,PHX,1610612756
0021700240,22017,1627742,2017-11-19,LAL vs. DEN,W,29,5,13,0.385,1,3,0.333,2,2,1.0,1,4,5,6,0,0,2,5,13,0,1,Brandon Ingram,1,DEN,1610612743
0021700252,22017,1627742,2017-11-21,LAL vs. CHI,W,39,7,15,0.467,1,4,0.25,2,3,0.667,1,4,5,5,1,2,1,1,17,7,1,Brandon Ingram,1,CHI,1610612741
0021700266,22017,1627742,2017-11-22,LAL @ SAC,L,33,4,7,0.571,0,0,0.0,4,6,0.667,1,5,6,6,0,1,0,2,12,-16,2,Brandon Ingram,0,SAC,1610612758
0021700297,22017,1627742,2017-11-27,LAL @ LAC,L,22,6,10,0.6,0,1,0.0,5,9,0.556,0,5,5,1,0,1,4,5,17,-18,1,Brandon Ingram,0,LAC,1610612746
0021700312,22017,1627742,2017-11-29,LAL vs. GSW,L,44,12,21,0.571,2,2,1.0,6,7,0.857,0,5,5,3,3,2,7,5,32,-8,1,Brandon Ingram,1,GSW,1610612744
0021700332,22017,1627742,2017-12-02,LAL @ DEN,L,28,6,14,0.429,0,2,0.0,8,8,1.0,1,3,4,0,1,0,5,4,20,-26,1,Brandon Ingram,0,DEN,1610612743
0021700338,22017,1627742,2017-12-03,LAL vs. HOU,L,37,7,16,0.438,0,1,0.0,4,6,0.667,1,8,9,5,1,0,1,2,18,-7,1,Brandon Ingram,1,HOU,1610612745
0021700363,22017,1627742,2017-12-07,LAL @ PHI,W,38,7,21,0.333,2,3,0.667,5,10,0.5,3,4,7,6,0,1,2,3,21,5,1,Brandon Ingram,0,PHI,1610612755
0021700377,22017,1627742,2017-12-09,LAL @ CHA,W,36,7,16,0.438,0,2,0.0,4,6,0.667,2,4,6,1,1,0,4,5,18,6,1,Brandon Ingram,0,CHA,1610612766
